task_name,processing_time,samples_drawn,input_tokens,output_tokens,temperature
8efcae92,18.04,10,4659,15521,0.5
8efcae92,17.92,10,4659,17980,0.7
8efcae92,18.0,10,4659,16284,0.9
a9f96cdd,9.05,10,845,11302,0.1
a9f96cdd,10.14,10,845,13090,0.3
a9f96cdd,11.47,10,845,11077,0.5
a9f96cdd,13.41,10,845,10442,0.7
a9f96cdd,8.91,10,845,11174,0.9
7fe24cdd,12.67,10,876,14359,0.1
7fe24cdd,11.57,10,876,13712,0.3
7fe24cdd,8.91,10,876,11076,0.5
7fe24cdd,17.59,10,876,13954,0.7
7fe24cdd,12.8,10,876,15077,0.9
780d0b14,17.65,10,4080,13251,0.1
780d0b14,10.41,10,4080,11112,0.3
780d0b14,17.58,10,4080,16335,0.5
780d0b14,17.93,10,4080,11752,0.7
780d0b14,17.6,10,4080,10757,0.9
1c786137,17.8,10,3891,15615,0.1
1c786137,13.2,10,3891,12779,0.3
1c786137,17.76,10,3891,16062,0.5
1c786137,16.21,10,3891,12495,0.7
1c786137,17.77,10,3891,11248,0.9
1f85a75f,18.05,10,5929,12112,0.1
1f85a75f,13.14,10,5929,10875,0.3
1f85a75f,11.69,10,5929,9788,0.5
1f85a75f,8.36,10,5929,9456,0.7
1f85a75f,18.01,10,5929,12082,0.9
5bd6f4ac,17.82,10,1565,19718,0.1
5bd6f4ac,17.66,10,1565,21573,0.3
5bd6f4ac,16.13,10,1565,22579,0.5
5bd6f4ac,17.82,10,1565,18570,0.7
5bd6f4ac,15.13,10,1565,19596,0.9
11852cab,14.57,10,2271,6919,0.1
11852cab,16.8,10,2271,16505,0.3
11852cab,18.79,10,2271,14655,0.5
11852cab,17.98,10,2271,14635,0.7
11852cab,15.68,10,2271,14767,0.9
1f876c06,16.18,10,2271,20982,0.1
1f876c06,13.79,10,2271,13644,0.3
1f876c06,17.38,10,2271,24615,0.5
1f876c06,17.82,10,2271,18114,0.7
1f876c06,16.75,10,2271,21032,0.9
56ff96f3,17.32,10,2417,17771,0.1
56ff96f3,16.34,10,2417,14340,0.3
56ff96f3,16.33,10,2417,14127,0.5
56ff96f3,17.62,10,2417,16706,0.7
56ff96f3,16.4,10,2417,16184,0.9
d10ecb37,9.73,10,1023,12031,0.1
d10ecb37,9.8,10,1023,11061,0.3
d10ecb37,11.04,10,1023,10955,0.5
d10ecb37,14.85,10,1023,11393,0.7
d10ecb37,17.39,10,1023,12272,0.9
c9f8e694,15.93,10,2185,10020,0.1
c9f8e694,17.29,10,2185,16130,0.3
c9f8e694,17.31,10,2185,15657,0.5
c9f8e694,14.56,10,2185,17236,0.7
c9f8e694,17.41,10,2185,14783,0.9
4938f0c2,17.62,10,5679,9179,0.1
4938f0c2,18.13,10,5679,12850,0.3
4938f0c2,6.11,10,5679,6962,0.5
4938f0c2,17.81,10,5679,9195,0.7
4938f0c2,17.55,10,5679,14935,0.9
40853293,17.89,10,5257,18949,0.1
40853293,18.16,10,5257,23089,0.3
40853293,17.59,10,5257,16428,0.5
40853293,17.92,10,5257,15387,0.7
40853293,18.19,10,5257,21131,0.9
f8a8fe49,17.34,10,4521,14480,0.1
f8a8fe49,17.5,10,4521,13039,0.3
f8a8fe49,17.97,10,4521,20667,0.5
f8a8fe49,17.88,10,4521,16702,0.7
f8a8fe49,17.84,10,4521,17064,0.9
b2862040,20.12,10,4067,23292,0.1
b2862040,17.38,10,4067,16886,0.3
b2862040,17.34,10,4067,12716,0.5
b2862040,19.05,10,4067,20745,0.7
b2862040,19.7,10,4067,16763,0.9
8e5a5113,11.98,10,1065,14381,0.1
8e5a5113,17.11,10,1065,14738,0.3
8e5a5113,8.95,10,1065,10274,0.5
8e5a5113,9.59,10,1065,13210,0.7
8e5a5113,12.18,10,1065,13158,0.9
74dd1130,9.79,10,701,13306,0.1
74dd1130,17.05,10,701,16253,0.3
74dd1130,11.85,10,701,12706,0.5
74dd1130,8.61,10,701,12692,0.7
74dd1130,17.37,10,701,15144,0.9
9565186b,6.9,10,701,9856,0.1
9565186b,9.32,10,701,9344,0.3
9565186b,10.13,10,701,10401,0.5
9565186b,8.14,10,701,9706,0.7
9565186b,10.09,10,701,10131,0.9
91714a58,17.86,10,5079,18987,0.1
91714a58,17.53,10,5079,9344,0.3
91714a58,5.89,10,5079,7569,0.5
91714a58,18.53,10,5079,23273,0.7
91714a58,17.74,10,5079,18410,0.9
a8d7556c,18.03,10,6303,18463,0.1
a8d7556c,17.84,10,6303,16809,0.3
a8d7556c,12.08,10,6303,13451,0.5
a8d7556c,18.51,10,6303,18970,0.7
a8d7556c,18.77,10,6303,14340,0.9
045e512c,18.61,10,8409,23561,0.1
045e512c,19.14,10,8409,17419,0.3
045e512c,18.9,10,8409,19582,0.5
045e512c,18.33,10,8409,16360,0.7
045e512c,18.77,10,8409,19985,0.9
e9afcf9a,5.44,10,601,6853,0.1
e9afcf9a,5.1,10,601,6267,0.3
e9afcf9a,4.61,10,601,6173,0.5
e9afcf9a,5.91,10,601,6809,0.7
e9afcf9a,5.99,10,601,6553,0.9
00d62c1b,18.67,10,4915,18167,0.1
00d62c1b,17.64,10,4915,15883,0.3
00d62c1b,17.96,10,4915,19009,0.5
00d62c1b,18.43,10,4915,21785,0.7
00d62c1b,18.19,10,4915,17443,0.9
ddf7fa4f,17.24,10,2271,10547,0.1
ddf7fa4f,18.14,10,2271,11270,0.3
ddf7fa4f,18.5,10,2271,17547,0.5
ddf7fa4f,9.6,10,2271,9882,0.7
ddf7fa4f,17.1,10,2271,16056,0.9
4c5c2cf0,7.15,10,3687,8526,0.1
4c5c2cf0,17.47,10,3687,16743,0.3
4c5c2cf0,17.36,10,3687,11206,0.5
4c5c2cf0,18.87,10,3687,16764,0.7
4c5c2cf0,17.5,10,3687,9841,0.9
b91ae062,17.79,10,1768,27075,0.1
b91ae062,17.37,10,1768,20410,0.3
b91ae062,17.72,10,1768,21868,0.5
b91ae062,18.09,10,1768,25613,0.7
b91ae062,17.43,10,1768,19473,0.9
